SYMBOL,SERIES,LAST,TOTTRDVAL
CREATIVE,EQ,430,3693169.95
PFS,EQ,14.15,3688535.35
WINDLAS,EQ,249,3679817.5
IRISDOREME,EQ,340,3673625.4
PRESSMN,EQ,72.15,3621698
PRECOT,EQ,183,3616116.85
WEWIN,EQ,41.7,3601997.9
SHREYANIND,EQ,159.45,3598825.25
HDFCSENETF,EQ,657.75,3598133.37
RAMAPHO,EQ,222,3579327.65
PODDARHOUS,EQ,131.1,3575073.05
JINDALPHOT,EQ,337.5,3570481.25
PILANIINVS,EQ,1736.05,3554793.8
ICICIBANKN,EQ,42.18,3548366.53
HARRMALAYA,EQ,118,3526940.9
TFL,EQ,9.65,3514574.65
AKI,EQ,103.75,3473697.85
KRITIKA,EQ,12.25,3456742.95
BAIDFIN,EQ,35,3423057
SIMBHALS,EQ,23.9,3403349.9
CENTUM,EQ,720.3,3387686.55
AUTOIND,EQ,72.1,3365273.75
SNOWMAN,EQ,32.9,3358593.8
KRISHNADEF,SM,150,3357850
QMSMEDI,SM,153,3303400
PPL,EQ,154,3284783
NDRAUTO,EQ,628.2,3245745.75
WHEELS,EQ,507.7,3212298.6
RADIOCITY,EQ,11.65,3212066.25
BHARATGEAR,EQ,116.25,3210551.65
DMCC,EQ,260,3170057.2
RITCO,EQ,170.15,3112202.55
SITINET,EQ,1.25,3105570.8
ZOTA,EQ,274.95,3078665.55
KOTARISUG,EQ,38.5,3070177.95
HTMEDIA,EQ,16.6,3066817.5
CAPTRUST,EQ,68.5,3061523.6
SWELECTES,EQ,334.75,3058853.35
DEEPENR,EQ,108.8,3052629.3
ALMONDZ,EQ,71.9,3044888.1
SGBDE30III,GB,5690,3041486.8
BHAGERIA,EQ,136,3035140.45
ALLSEC,EQ,475.1,3025126
SPENCERS,EQ,57.05,3024500.2
HEADSUP,EQ,12.75,3023892.25
LEXUS,EQ,77.55,3011231.7
MAZDA,EQ,649.8,3011191.6
EBBETF0431,EQ,1125.26,3010071.34
20MICRONS,EQ,82.7,2997998.75
SOUTHWEST,EQ,133,2995686
BBETF0432,EQ,1056.75,2989903.22
MAXIND,EQ,83,2978959.45
SPAL,EQ,326.5,2974430.25
LLOYDS,SM,43,2961450
DHANUKA,EQ,639,2956272.85
MATRIMONY,EQ,517.8,2954253.1
REVATHI,EQ,1280,2946229.1
GENUSPAPER,EQ,14.35,2942648.85
SETCO,EQ,7.25,2935980
EIFFL,EQ,154.8,2921927.2
KOTAKMID50,EQ,88.99,2920682.63
CMNL,SM,43.95,2914650
NHAI,NE,1168.48,2914477.35
ANLON,SM,161,2910060
ASAHISONG,EQ,216.85,2892967.9
GOCLCORP,EQ,309,2879523.15
CUPID,EQ,266,2846495.6
INDIANCARD,EQ,238.8,2837322.05
ISFT,EQ,137.5,2833687.05
VISESHINFO,EQ,0.5,2831628.6
BHARATRAS,EQ,9525,2819661.05
THANGAMAYL,EQ,1044.8,2808963.4
POCL,EQ,335.55,2807187.5
PROZONINTU,EQ,23.6,2805765.1
CEREBRAINT,EQ,7.75,2802137.55
GOLDSHARE,EQ,51.95,2795206.05
BINDALAGRO,EQ,21.2,2775008.35
PTL,EQ,32.25,2764322.15
SAKAR,EQ,215.5,2748104.9
RAJRILTD,BE,57.85,2739486.25
KILITCH,EQ,167,2736415.1
ARSHIYA,EQ,5.95,2734835
NABARD,N2,1126,2724733.41
JUBLINDS,EQ,399,2718838.5
NSIL,EQ,2130,2718574.5
UDAICEMENT,EQ,28.05,2714074
SHAREINDIA,W1,700,2695988.1
MEP,EQ,14.4,2695484.3
CONSUMBEES,EQ,80.2,2670458.86
ECLFINANCE,NR,995.25,2660653.72
GREENLAM,EQ,306.45,2657347.55
INDSWFTLAB,EQ,64.9,2650455.15
COMPINFO,EQ,14.15,2606061.35
TNIDETF,EQ,53.5,2594797.71
RAJSREESUG,EQ,39.75,2585229.6
SANDHAR,EQ,210,2558959.65
RKDL,EQ,18.55,2541389.35
MAHKTECH,EQ,14.57,2520060.07
ABAN,EQ,37.5,2512680.35
GANDHITUBE,EQ,523,2503264.95
SGBSEP29VI,GB,5650,2496616.2
WINPRO,EQ,2.6,2477183.5
INDOBORAX,EQ,112.9,2469348.15
APCL,EQ,177,2466751.05
REPL,EQ,158,2462140
MMFL,EQ,827.9,2445259.1
TRF,EQ,165,2443261.55
SUNDARMHLD,EQ,82.6,2427316.35
ALLETEC,SM,96.85,2426160
BASML,EQ,42.65,2405812.35
BHAGYANGR,EQ,47.55,2405038.95
GOKUL,EQ,29.3,2404024.1
QFIL,SM,99.85,2397800
GLOBAL,EQ,160.15,2377416.5
RANEHOLDIN,EQ,905,2374949.75
DIL,EQ,17.25,2370408.75
KOTYARK,SM,423,2367050
ATALREAL,SM,84.75,2358960
FROG,SM,175,2354080
AXISNIFTY,EQ,195,2332307.75
SMCGLOBAL,EQ,74.2,2330661.7
VETO,EQ,87.5,2313320.55
WEBELSOLAR,EQ,80.9,2313189.75
KIOCL,EQ,180.8,2302293.9
KHAITANLTD,EQ,39.45,2301915.75
KAYA,EQ,311,2300469.25
NILKAMAL,EQ,1871,2296589.3
SUPERHOUSE,EQ,235.4,2294642
AXISGOLD,EQ,51.92,2288749.83
HERCULES,EQ,198.5,2284973
ICICINV20,EQ,101.4,2274951.97
KRIDHANINF,EQ,3.05,2267944.95
SGBJU29III,GB,5640,2253091.2
JAYSREETEA,EQ,84.95,2249917.25
FOCE,SM,416,2246400
SOLEX,SM,404.95,2244140
IVZINGOLD,EQ,5381,2233426.65
AKSHARCHEM,EQ,232,2229980.7
HISARMETAL,EQ,129.5,2218814
PVP,EQ,9.05,2215996.2
ARCHIDPLY,EQ,62.45,2212970.3
HCL-INSYS,EQ,13.2,2208941.35
SHIVAMAUTO,EQ,25.9,2206589.2
DECCANCE,EQ,447,2190077.25
BALAJITELE,EQ,39.75,2188027.75
JAIBALAJI,EQ,49.3,2173208.6
MOM100,EQ,32.7,2162418.74
KNAGRI,SM,122.95,2160400
NRAIL,EQ,230.25,2142680.65
ICICI500,EQ,25.01,2121179.67
MANOMAY,EQ,132,2094680.65
NHAI,NA,1142,2089677
INVENTURE,EQ,2,2078957.45
INFRABEES,EQ,541,2062589.7
NATHBIOGEN,EQ,152.9,2057289.55
KHADIM,EQ,192.95,2042961.4
UTINIFTETF,EQ,1897,2031886.15
726GS2032,GS,101.75,2013452.25
A2ZINFRA,EQ,7.3,2004809.2
VIVIDHA,EQ,1,1997621.9
IMC1,N0,254.69,1991675.8
AXISTECETF,EQ,294.5,1985640.15
GULFPETRO,EQ,34.7,1984864.4
SUKHJITS,EQ,394,1979116.6
BINANIIND,EQ,21,1976978.45
HDFCSML250,EQ,91.31,1964632.63
HINDMOTORS,EQ,13.9,1961206.3
OMINFRAL,EQ,38.6,1960520.4
KOTAKNV20,EQ,103.88,1952689.97
PREMEXPLN,EQ,411.5,1951015.7
KOTAKALPHA,EQ,25.62,1944310.19
RECLTD,N9,1170,1931625.49
AARON,EQ,196,1925419
CINELINE,EQ,98.75,1916879
TAPIFRUIT,SM,142.25,1908825
MCLEODRUSS,BE,19.1,1904862.6
GAL,EQ,2.65,1900011.7
ASTRON,EQ,22.6,1898883.4
LTGILTBEES,EQ,23.7,1890165.46
SGBJUL29IV,GB,5652.9,1859124.9
NOVARTIND,EQ,597,1852192.15
NIBL,EQ,20.25,1848599.95
UNITECH,BZ,1.5,1846409.9
5PAISA,EQ,295.9,1845723.5
AKSHAR,BE,59.55,1839820
TARMAT,EQ,72.85,1837636.95
HLVLTD,EQ,10.5,1824486.15
ELGIRUBCO,EQ,35.3,1823150.45
LOVABLE,EQ,98.05,1819726.1
AMBICAAGAR,EQ,20.35,1798322.05
JAYNECOIND,EQ,21.85,1796669.8
BMETRICS,SM,409.15,1795760
ABSLBANETF,EQ,42.1,1784537.98
EXCEL,EQ,0.45,1783857.85
TCFSL,NF,1093.01,1757033.9
ZEELEARN,EQ,3.9,1755162.75
HBANKETF,EQ,422.9,1749776.05
INDIANHUME,EQ,134.05,1741602.5
NAHARCAP,EQ,267.75,1724913.2
BEWLTD,SM,780,1724675
NECCLTD,EQ,19,1723102.3
M&MFIN,N2,1094.76,1715252.5
EIMCOELECO,EQ,386.1,1714076.25
VINNY,BE,7.65,1694673.6
ASHIMASYN,EQ,13.65,1685344.5
OCCL,EQ,720,1679370.55
SGBSEP28VI,GB,5705,1678484.96
SANGAMIND,EQ,238.25,1668001.65
IRFC,NO,1160.01,1657972.1
UNIINFO,EQ,19.7,1632600.6
KRITI,EQ,104.05,1629664.65
RSSOFTWARE,EQ,26.35,1623099.65
PERFECT,SM,24.9,1619400
VITAL,SM,96,1593420
SOMICONVEY,EQ,46.7,1590850.25
BLBLIMITED,EQ,22.8,1590532.7
NAHARINDUS,EQ,96.55,1580143.05
INDORAMA,EQ,44.45,1578746
SGBMAY28,GB,5665.01,1574148.53
PAR,EQ,147.75,1573039.9
SANDESH,EQ,914.25,1571453.2
MAGNUM,EQ,28.25,1566215.85
AHLADA,EQ,101,1557092.6
BHANDARI,EQ,4.75,1548977.3
KOTHARIPET,EQ,65,1548432.95
ICICIPHARM,EQ,80,1539636.61
COASTCORP,EQ,192.25,1538590.5
710GS2029,GS,104,1538080
LASA,EQ,22.75,1536847.55
RADHIKAJWE,EQ,153.45,1533705.75
GANGAFORGE,EQ,3.7,1528206.45
SUMMITSEC,EQ,595,1514488.75
RPPINFRA,EQ,41.65,1508965.05
SWARAJ,SM,62.8,1507200
CLEDUCATE,EQ,53.45,1505998.8
PODDARMENT,EQ,276,1504407.95
KREBSBIO,EQ,77.65,1488515.4
LAL,EQ,114.5,1485715.25
MAM150ETF,EQ,11.74,1483392.67
TAINWALCHM,EQ,107.45,1480550.9
MUNJALAU,EQ,40.55,1476877.75
BVCL,EQ,29.7,1473986.6
CORDSCABLE,EQ,67,1452065.7
ANIKINDS,EQ,32.8,1451764.8
PRITIKAUTO,EQ,15.5,1451744.7
AARVI,EQ,131.4,1451546.7
ZODIACLOTH,EQ,91.5,1439532.4
TERASOFT,EQ,35.7,1435812.6
SGBJAN29X,GB,5665,1429477.82
MOXSH,SM,106,1428880
REPRO,EQ,373.05,1428170.65
ESSENTIA,EQ,6.5,1426776.45
HMVL,EQ,46,1424575.55
PLASTIBLEN,EQ,164.3,1409816.15
EMKAY,EQ,66.75,1402451.85
SGBJUL28IV,GB,5675,1398581.12
MICEL,EQ,12.3,1394454.95
SMSPHARMA,EQ,72.55,1376478.8
AKSHOPTFBR,EQ,9.4,1370935.4
DVL,EQ,234.35,1368052.85
BEARDSELL,EQ,22.8,1367230.4
JITFINFRA,BE,105.45,1362941.25
TEXMOPIPES,EQ,49,1357577.75
NIF100BEES,EQ,182.92,1353153.09
GUJAPOLLO,EQ,201.8,1350813.1
PNC,EQ,37,1346433.7
364D161123,TB,95.4,1335660
UNIVASTU,EQ,85,1333505.4
KANPRPLA,EQ,86.3,1332956.25
SHEMAROO,EQ,117.1,1327393.65
RANEENGINE,EQ,212.3,1324705.1
AKASH,EQ,27.1,1311084.4
MAHASTEEL,EQ,59.7,1310493.35
SGBN28VIII,GB,5725.1,1305521.71
ORTINLAB,EQ,19.4,1299963.65
DICIND,EQ,392.15,1298752.65
VISHAL,EQ,19.25,1297978.6
MEGASTAR,EQ,231.7,1295923.1
UMAEXPORTS,EQ,43.2,1291948.15
MANAKSTEEL,EQ,37.05,1290899.3
AAATECH,EQ,55.5,1284905.8
ESSARSHPNG,EQ,8.75,1274983.1
MUNJALSHOW,EQ,90.95,1272705.5
DOLLEX,SM,32.1,1272200
MALUPAPER,EQ,30.5,1263276.95
IDBIGOLD,EQ,5638.95,1238942.55
GINNIFILA,EQ,22.25,1233319.2
SADBHIN,EQ,3.85,1231907.1
GFLLIMITED,EQ,52.3,1222353.3
RBL,EQ,673.95,1220090.45
RELCHEMQ,EQ,181,1219457.9
IIFL,NF,994,1214158.33
OSWALAGRO,EQ,29.5,1211530.8
TBZ,EQ,66.9,1210634.95
IEL,EQ,8.8,1208337.65
HINDCOMPOS,EQ,272.8,1204329.25
BROOKS,EQ,68.7,1200747.65
ISHAN,SM,28.85,1192800
HITECHCORP,EQ,177,1165412.4
STEELCAS,EQ,479,1164036.6
ECLFINANCE,NO,985,1161942.08
SGBAPR28I,GB,5720,1156900.42
SGBAUG29V,GB,5680,1155167.47
GODHA,EQ,1.2,1154312.15
INTENTECH,EQ,63.35,1153843.75
NINSYS,EQ,365.8,1150799.65
DIVOPPBEES,EQ,49.22,1147717.35
HEALTHY,EQ,8.02,1144379.76
TIMESGTY,EQ,56.95,1143778.5
GAYAHWS,EQ,1.05,1138544.4
AAREYDRUGS,EQ,26.25,1136671.9
GILLANDERS,EQ,65.6,1135744.6
INDOTECH,EQ,186.5,1133008.25
GRPLTD,BE,2750,1126317.35
SAHYADRI,EQ,377,1121053.25
SECURCRED,EQ,22.6,1119261.85
BIRLAMONEY,EQ,48.4,1118968.85
ICICI5GSEC,EQ,52.07,1115855.8
SGBNOV23,GB,6055,1112261.89
KAKATCEM,EQ,194.8,1112035.4
PGIL,EQ,417,1111655.45
AMDIND,EQ,53.1,1109327
SALONA,EQ,250.55,1103505.1
BALPHARMA,EQ,71.45,1098903.65
TARACHAND,SM,89,1089000
LAGNAM,EQ,56.5,1082961.1
L&TFINANCE,NC,1032.55,1082926.25
AURUM,EQ,107,1081629.5
STCINDIA,EQ,75.15,1081496.45
ACCURACY,EQ,16.55,1073626.25
SGBMAR30X,GB,5650,1072501.25
WATERBASE,EQ,67.7,1071305.8
ICICIFMCG,EQ,474.56,1070052.76
RBMINFRA,SM,67,1065900
SGBJUN30,GB,5673.4,1064704.34
PASUPTAC,EQ,28.4,1062849.7
MITCON,EQ,74,1047825
SGBNOV24,GB,6060,1039439.86
SWASTIK,SM,78.45,1035000
SHRENIK,EQ,1.15,1034112.5
QNIFTY,EQ,1889,1033804.56
PATINTLOG,EQ,11.9,1031600.85
CMICABLES,EQ,12.75,1031531.9
VHL,EQ,2704,1024455.15
SHREERAMA,EQ,10.7,1022967.4
IRFC,ND,1022,1022336
MBLINFRA,EQ,17.55,1022018.65
SGBMR29XII,GB,5645,1021276.64
ARIHANTCAP,EQ,40,1017851.25
APOLSINHOT,EQ,1130,1014616.25
JAIPURKURT,EQ,95.7,1010104.4
TIL,BZ,141,1009181
ONELIFECAP,EQ,13.45,1009164.55
RAMANEWS,EQ,13,1008702.65
ICICINF100,EQ,192.9,1007112.34
CSLFINANCE,EQ,209,1003827.35
ENIL,EQ,130,998802.4
SGBAUG30,GB,5700,995455.4
INDIGRID,NJ,1072,995327.25
CHEVIOT,EQ,1073,993129.3
SGBJAN26,GB,5985,990745
SPLIL,EQ,62.85,989668.15
SARLAPOLY,EQ,37.8,984536.5
TOTAL,EQ,130.6,981969.55
ORICONENT,EQ,19.2,980210.35
INDOWIND,EQ,11.6,977778.75
VINEETLAB,EQ,47.3,977579.3
IRFC,NI,1074.79,967200
HNGSNGBEES,EQ,288.77,964308.86
BSL,EQ,175,964283.7
PPAP,EQ,181.95,962920.8
ZENITHSTL,EQ,4.55,954076.9
SIL,BE,29.4,946551
SGBOC28VII,GB,5700,944750.86
SIGMA,SM,189.8,939525
ADVANIHOTR,EQ,76,926032.55
DEVIT,EQ,100.8,922541.7
GTL,EQ,5.45,920968.05
GSCLCEMENT,EQ,33.05,919480.2
LIBAS,EQ,11.5,909718.35
DCI,EQ,129.55,905812.45
NIPPOBATRY,EQ,318.5,899692.15
ASIANENE,BE,97,892929.95
ARVEE,EQ,124.85,889992.15
IIHFL,N7,1009.9,889794.5
FIBERWEB,EQ,31.7,885174.45
JETAIRWAYS,BZ,62.1,884227.6
GLOBE,EQ,2.9,881661.05
MURUDCERA,EQ,35,879611.25
SGBJAN30IX,GB,5647,870694.55
AMJLAND,EQ,22.65,870613.25
SASTASUNDR,EQ,241.95,865845.15
PALREDTEC,EQ,138.5,861401.6
SHUBHLAXMI,SM,48.2,858700
SHYAMCENT,EQ,17.75,855932.65
INDOTHAI,BE,260.5,855544.35
NTPC,N6,1291,855398.61
EUROBOND,SM,107.95,854900
STEELCITY,EQ,63.7,846367.4
SETF10GILT,EQ,212.15,843331.88
TREJHARA,EQ,57,837858.3
WINDMACHIN,EQ,40.75,836406.4
ELDEHSG,EQ,600,833043.45
BCONCEPTS,EQ,213,832831.65
BCP,EQ,4.15,828884.4
YUKEN,EQ,531.65,826401.7
CUBEXTUB,EQ,33.25,824930.6
MADHUCON,EQ,5.25,819264.7
SILINV,EQ,304.75,817065.5
KERNEX,BE,237,812013.05
MAHEPC,EQ,92.75,811817.25
IMPAL,EQ,650,809198.45
AROGRANITE,EQ,38.25,807458.95
SUNDARAM,EQ,2.5,807417.2
VMARCIND,SM,43,801000
MODISONLTD,EQ,59,797590
ORIENTABRA,EQ,24.7,796566.2
E2E,EQ,191,793012.9
JHS,EQ,17,791390.05
OILCOUNTUB,EQ,17.3,791260
SUPREMEINF,EQ,24.75,783119
KHANDSE,EQ,27,782419.35
SEYAIND,BE,15.9,771873.1
ICICIMCAP,EQ,94.77,771808.98
SIKKO,EQ,86,771550.95
HUDCO,N8,1132.13,765856.51
BURNPUR,EQ,5.25,765594.45
MANAKALUCO,EQ,21.1,765542
SGBJUL25,GB,5999,764410.78
UCALFUEL,EQ,118.25,761460.75
AJOONI,EQ,5,761085.9
QGOLDHALF,EQ,51.7,751877.62
MAN50ETF,EQ,186.02,750994.93
SGBMAR25,GB,5930,748252.7
KICL,EQ,1735.05,746666.2
LGBFORGE,EQ,8.7,746578
DCMFINSERV,EQ,4.85,739717.5
ANKITMETAL,EQ,4.65,739422.65
TTL,EQ,77.25,739184.55
JAINAM,SM,148.6,730100
HUDCO,N2,1105,730027.5
ORBTEXP,EQ,130,729111.6
NHAI,N8,1044.9,728492.5
PSUBANKICI,EQ,37.99,721361.27
OMAXAUTO,EQ,41.8,718112.35
UNIENTER,EQ,153.95,717420.45
V2RETAIL,EQ,81.05,712744.6
BBTCL,EQ,226.1,707376.2
BIOFILCHEM,EQ,44.7,703616.7
SHRIRAMFIN,YN,1523,700358.73
VCL,EQ,2.2,700146.05
JAYBARMARU,EQ,141.65,700083.05
MARALOVER,EQ,52.75,699630.05
HUDCO,ND,1190,695585.1
DELTAMAGNT,EQ,77.8,692583
BSLGOLDETF,EQ,54.9,690173.7
PARSVNATH,EQ,7.1,684553.15
MITTAL,EQ,12.55,683920.1
UTINEXT50,EQ,40.6,677975.48
RPPL,EQ,153.6,677605.5
HDFCNIFIT,EQ,284.97,670152.83
HUDCO,N5,1093.21,670118.52
689GS2025,GS,101.75,661375
UMA,SM,33.2,658800
SUNDRMBRAK,EQ,337.9,657184.6
RECLTD,N2,1090.1,654515
BALKRISHNA,EQ,28.5,652227.45
JMA,EQ,62.9,643168.7
ANTGRAPHIC,EQ,0.75,640445.55
BSLNIFTY,EQ,20.05,639794.76
DHRUV,EQ,49.3,639608
AGRITECH,EQ,95.25,636624.4
NILASPACES,EQ,2.9,636454.25
SGBSEP24,GB,5975,635726
ARISTO,SM,56.25,635520
LEMERITE,SM,49.5,634240
SURANASOL,EQ,19.8,630578.65
JISLDVREQS,EQ,18.4,623921.05
SGBJUN28,GB,5665.55,623229.66
741GS2036,GS,104,622104
MSPL,EQ,9,615321.95
HITECHGEAR,EQ,253,614200.15
TIPSFILMS,EQ,418.5,613807.5
PIONEEREMB,EQ,33,612615.4
VIVO,SM,93.6,612240
ORCHPHARMA,BE,382,604076.8
ICICISENSX,EQ,666.77,601031.1
TEXINFRA,EQ,52.6,599984.35
SGBJAN29IX,GB,5648,599205.02
AKG,EQ,32.25,598641
SGBNOV26,GB,5965,595800
AARVEEDEN,EQ,23,595339.35
KORE,SM,203,592550
AARTIPP,E1,330.75,591225.15
MADHAVBAUG,SM,242.05,584040
CCHHL,EQ,7.8,579739.65
NHBTF2014,N6,6610,576658.6
TOKYOPLAST,EQ,96.45,573446.1
MUKTAARTS,EQ,49,568952.95
DYNAMIC,SM,20.65,568300
SBIETFPB,EQ,213.5,563452.28
PRITIKA,SM,27.9,561800
RECLTD,N6,1159.65,556637
IVC,EQ,6.35,555453
PROPEQUITY,SM,154.75,554940
182D010623,TB,99,554400
ICICIAUTO,EQ,130.08,553552.06
AVONMORE,EQ,65.5,551989.75
SUMIT,BE,32.95,549338.4
BETA,SM,680.35,548740
MONQ50,EQ,53.25,547600.23
L&TFINANCE,NI,1104.84,546764
ZIMLAB,EQ,77.25,545387.15
NHAI,N6,1169,542391
DELPHIFX,EQ,320,541886.6
SINTERCOM,EQ,101.95,538469.65
CENTEXT,EQ,9.2,535673.85
CELEBRITY,EQ,14.3,535332.5
AIROLAM,EQ,75,528275.6
SANGINITA,EQ,19.15,523763.5
MWL,SM,110,522420
MOM50,EQ,179.1,521040.04
BANKA,EQ,71.2,517818.4
68GS2060,GS,95.5,515131.45
NHPC,N4,1024,512000
NHIT,N3,410.84,505368.89
LFIC,EQ,111,498227.75
NGIL,EQ,56,491142.15
DHUNINV,EQ,635,490505.7
RMDRIP,SM,49,490000
AIRAN,EQ,15.25,489998.1
ENERGYDEV,EQ,17.15,488030.4
EMMBI,EQ,86.75,484489.4
BAGFILMS,EQ,4.4,484327.6
XELPMOC,EQ,115,482885
PANACHE,BE,64.1,480989.05
NIFTYQLITY,EQ,14.37,471455.12
AAKASH,EQ,6.65,469794.2
NILAINFRA,EQ,5.05,469344.55
COMPUSOFT,EQ,18.05,468842
BYKE,EQ,38.85,468213.35
GSTL,SM,116.5,465000
DSPN50ETF,EQ,180.4,459816.52
3PLAND,EQ,24.15,459332.3
SREEL,EQ,178,459309.9
ALANKIT,EQ,8.5,458341.65
MHHL,SM,50.4,453750
GEECEE,EQ,143.9,451456.55
SBIETFQLTY,EQ,151,447240.95
NAGREEKCAP,EQ,20.9,440455.2
SHRIRAMFIN,ZF,990,439846
KRISHIVAL,SM,293,439500
KANORICHEM,EQ,120.6,435001.95
AMEYA,SM,36.2,430800
LRRPL,SM,36.4,428400
ALPHAGEO,EQ,224,427869.35
IITL,EQ,86.75,427506.95
TPLPLASTEH,EQ,29.75,427213.7
MAMFGETF,EQ,82.75,422452.6
SIGIND,EQ,35.85,421103.85
736GS2052,GS,101.5,420153
PILITA,EQ,7,419064.8
NIRAJ,EQ,28.2,418789.05
SGBMAR28X,GB,5650,412908
LCCINFOTEC,EQ,1.75,411788.1
WIPL,BE,88,411632.9
DTIL,EQ,201.85,407325.2
PARTYCRUS,SM,101.65,406600
IBULHSGFIN,Z3,800,405749
NARMADA,EQ,22.5,404049.05
ATLANTA,EQ,16.35,402418.55
DSPQ50ETF,EQ,160.46,400500.07
DUCOL,SM,125,399200
NXTDIGITAL,EQ,112.1,394040.65
UTISENSETF,EQ,642.55,391291.3
ARCHIES,EQ,20.85,387562
KALYANIFRG,BE,259,383622.3
SGBJUN29II,GB,5642.01,383528.67
REGENCERAM,BE,26.35,382874
AXISBNKETF,EQ,423.63,382709.34
TECHIN,EQ,10.25,382228
ARHAM,SM,63,378600
UJAAS,BE,2.2,376215.2
CORALFINAC,EQ,31.25,370973.7
ROML,EQ,41.75,370025.65
KANANIIND,EQ,7.2,369246.35
SHARIABEES,EQ,395.72,364861.35
ARIHANTACA,SM,115,364000
SPMLINFRA,EQ,23.55,363517.8
HUDCO,N9,1145.11,362854.52
CTE,EQ,50.4,361844
AHLEAST,EQ,116.5,360107.6
AXISCETF,EQ,73.95,359238.43
727GS2026,GS,101.1,357462.4
ECLFINANCE,NJ,968,357239.42
WEIZMANIND,EQ,83.4,356060.45
MBECL,BE,4.3,351477.7
DJML,EQ,145.95,350788.05
RUCHINFRA,BE,8.4,350404.3
WORTH,EQ,99.5,348389.75
HOVS,EQ,37.2,348031.6
WANBURY,BE,37,347990.8
NHAI,N2,1140,341912.22
UMESLTD,EQ,4.35,341691.6
MADHAV,EQ,40.8,328275.6
GLOBALVECT,EQ,54.5,327291.05
MOMOMENTUM,EQ,37.42,326960.77
ASPINWALL,EQ,209,326708.05
MOGSEC,EQ,51.55,325851.5
IVP,EQ,130.7,324970.6
NOIDATOLL,EQ,6.9,324630.4
JFLLIFE,SM,40.9,323100
STEL,EQ,145.7,322728.25
BRNL,EQ,28.45,322222.15
IIFL,NS,970,319668.1
HBSL,EQ,46.55,318389.8
IRIS,EQ,73.4,317759.9
ECLFINANCE,NK,990,317251.99
CINEVISTA,EQ,12.2,317098.85
TCFSL,NJ,1055,316501
SOFTTECH,EQ,144,314514.8
SGBJUL27,GB,5808,312819
SUVIDHAA,EQ,4.45,312225.85
SEPOWER,EQ,14.9,311445
NHIT,N1,305,307824.5
BAHETI,SM,102.05,306150
SREINFRA,BE,2.6,302738.8
FLEXITUFF,EQ,29.25,302623.75
SHRADHA,EQ,39.05,301706.55
KOTAKSILVE,EQ,75.4,300979.15
SGBFEB24,GB,5950,299178.8
IBULHSGFIN,NB,1490,298000
SURANAT&P,EQ,9.35,297487.95
SHRIPISTON,BE,1116.05,295978.35
DESTINY,SM,16.5,295200
VASWANI,EQ,21.05,293971.1
SURYALAXMI,EQ,50.5,293240.75
LICNFNHGP,EQ,187.75,293227.53
SHRIRAMFIN,Z9,1080,291600
PREMIERPOL,EQ,81.05,290508.05
364D280923,TB,96.84,290180
DPSCLTD,EQ,10.35,288876.7
SGBDC27VII,GB,5764.79,286046.05
MANAKCOAT,EQ,15.4,284367.5
HDFCPVTBAN,EQ,214.8,283210.29
IIFCL,N4,1281,282014
KAVVERITEL,EQ,5.75,280438.25
BANARBEADS,EQ,79,280071.4
ABSLLIQUID,EQ,999.99,279997.2
HINDNATGLS,BE,11.8,277852.35
INCREDIBLE,EQ,19.8,276861.35
NIDAN,SM,40.45,271050
SBIETFCON,EQ,74.1,267297.58
INDSWFTLTD,EQ,9.2,264136.65
SHRIRAMFIN,YU,1496,263191
TREEHOUSE,EQ,16.6,262785.5
ASMS,BZ,5.25,260935.35
SHANTI,EQ,15.3,260758.35
PALASHSECU,EQ,102.05,260304.3
RECLTD,N8,1041,260248.7
MANXT50,EQ,389.18,259956.07
NITCO,EQ,19.5,258179
SUPERSPIN,EQ,7.35,257739.3
BRIGHT,SM,6.1,257550
COOLCAPS,SM,505,252500
ROLLT,EQ,1.1,251858.15
SGBAUG24,GB,5983,251509.5
WALPAR,SM,62.35,249400
IIFL,NP,995.85,246206.1
MOKSH,EQ,10.1,245974.1
SILGO,EQ,16.4,245964
VERTEXPLUS,SM,101.7,244200
4THDIM,BE,30.45,239946
KCK,SM,20,239800
PEARLPOLY,EQ,20.2,238037.85
CALSOFT,EQ,13.4,236819.1
WILLAMAGOR,EQ,18.65,236664.6
KEYFINSERV,EQ,95.05,235948.35
ICICIINFRA,EQ,53.16,233313.27
SGL,EQ,14.65,232841.9
MRO-TEK,EQ,58,232102.9
AXSENSEX,EQ,60.08,231314.73
BANG,EQ,38.9,230611.85
ARENTERP,EQ,34,223977.1
SHIVATEX,EQ,121.95,223279.05
MEGAFLEX,SM,36.8,222900
FMNL,EQ,5.3,220575.4
MAGS813ETF,EQ,23.98,217509.98
GRETEX,SM,35.55,213300
669GS2024,GS,101.48,212948
TECH,EQ,28.91,212341.67
THEINVEST,EQ,71.2,211397.7
NPBET,EQ,215.72,211318.21
DUGLOBAL,SM,175,211250
BEDMUTHA,EQ,56.5,210261.25
AGARWALFT,SM,35,210000
SUPREMEENG,EQ,1,209612
L&TFINANCE,NU,1039.2,205840.1
SHAHALLOYS,EQ,50.5,204382.1
RAJTV,EQ,46.75,201640.15
NAGREEKEXP,EQ,32.8,201104.45
L&TFINANCE,NO,1005,201000
GOLDENTOBC,BZ,56.7,200094.3
FLFL,BZ,6.45,197008.8
LOTUSEYE,EQ,64.55,196698.55
SHRIRAMFIN,YH,996,194465.7
